0,0.000049,200,384
1,0.000072,195,388
2,0.000095,192,388
3,0.000118,187,383
4,0.000139,183,373
5,0.000161,179,358
6,0.000183,175,340
7,0.000204,171,321
8,0.000226,167,296
9,0.000248,163,271
10,0.000271,159,242
11,0.000292,155,211
12,0.000314,151,186
13,0.000336,147,157
14,0.000357,143,128
15,0.000379,139,101
16,0.000402,135,81
17,0.000423,131,59
18,0.000445,127,41
19,0.000469,124,25
20,0.000490,119,14
21,0.000512,116,6
22,0.000534,112,2
23,0.000555,108,0
24,0.000577,104,2
25,0.000598,101,6
26,0.000621,98,12
27,0.000642,95,21
28,0.000663,91,31
29,0.000685,88,42
30,0.000706,84,52
31,0.000728,81,64
32,0.000749,78,74
33,0.000771,74,83
34,0.000792,71,92
35,0.000814,68,99
36,0.000836,65,105
37,0.000857,62,108
38,0.000878,59,110
39,0.000900,57,110
40,0.000921,53,109
41,0.000942,50,106
42,0.000964,47,101
43,0.000987,45,96
44,0.001009,43,90
45,0.001030,40,83
46,0.001051,38,75
47,0.001072,35,69
48,0.001094,33,62
49,0.001115,30,55
50,0.001136,28,50
51,0.001158,26,46
52,0.001180,24,43
53,0.001201,22,41
54,0.001222,20,41
55,0.001244,18,41
56,0.001266,16,43
57,0.001287,15,46
58,0.001308,13,49
59,0.001330,12,54
60,0.001352,10,59
61,0.001374,9,64
62,0.001395,8,69
63,0.001416,6,74
64,0.001438,5,79
65,0.001459,4,84
66,0.001481,3,87
67,0.001502,2,89
68,0.001524,2,91
69,0.001546,0,92
70,0.001567,0,92
71,0.001589,0,91
72,0.001610,0,89
73,0.001631,0,86
74,0.001653,0,83
75,0.001674,0,79
76,0.001697,0,75
77,0.001718,0,71
78,0.001740,0,66
79,0.001761,0,63
80,0.001782,0,59
81,0.001804,0,56
82,0.001825,0,54
83,0.001846,0,52
84,0.001867,0,51
85,0.001888,0,51
86,0.001909,0,52
87,0.001931,1,53
88,0.001952,2,55
89,0.001974,2,58
90,0.001996,3,61
91,0.002017,5,64
92,0.002039,6,68
93,0.002060,7,71
94,0.002081,8,74
95,0.002103,9,78
96,0.002124,11,80
97,0.002145,12,82
98,0.002167,14,84
99,0.002188,16,85
100,0.002209,17,85
101,0.002231,19,84
102,0.002253,21,84
103,0.002275,23,82
104,0.002296,25,80
105,0.002317,27,78
106,0.002339,29,75
107,0.002360,31,72
108,0.002383,34,69
109,0.002405,36,66
110,0.002426,39,63
111,0.002448,41,61
112,0.002469,44,59
113,0.002490,46,57
114,0.002511,49,56
115,0.002533,52,56
116,0.002554,54,56
117,0.002576,57,57
118,0.002597,60,58
119,0.002619,63,60
120,0.002640,66,61
121,0.002661,69,64
122,0.002684,72,67
123,0.002706,75,70
124,0.002729,79,72
125,0.002750,82,74
126,0.002772,86,77
127,0.002793,89,79
128,0.002814,92,80
129,0.002836,95,81
130,0.002858,99,82
131,0.002879,102,82
132,0.002900,106,81
133,0.002921,110,80
134,0.002944,113,79
135,0.002965,117,77
136,0.002987,121,75
137,0.003008,125,73
138,0.003030,128,71
139,0.003051,132,68
140,0.003073,136,66
141,0.003096,140,63
142,0.003119,146,61
143,0.003140,150,60
144,0.003162,154,60
145,0.003183,158,59
146,0.003204,162,59
147,0.003226,166,59
148,0.003247,170,61
149,0.003269,174,62
150,0.003290,177,64
151,0.003311,182,65
152,0.003332,186,67
153,0.003354,190,70
154,0.003375,193,68
155,0.003397,197,66
156,0.003419,201,64
157,0.003441,205,62
158,0.003462,209,61
159,0.003484,214,60
160,0.003505,217,59
161,0.003526,221,59
162,0.003548,225,59
163,0.003569,229,60
164,0.003591,233,61
165,0.003612,237,63
166,0.003634,240,65
167,0.003656,244,67
168,0.003677,248,69
169,0.003699,252,71
170,0.003720,256,74
171,0.003741,259,76
172,0.003762,263,78
173,0.003785,267,80
174,0.003806,271,81
175,0.003829,275,81
176,0.003850,279,82
177,0.003872,282,82
178,0.003893,285,81
179,0.003915,289,80
180,0.003936,292,78
181,0.003957,295,76
182,0.003980,298,74
183,0.004001,302,71
184,0.004023,305,68
185,0.004044,308,66
186,0.004065,311,63
187,0.004087,314,61
188,0.004108,317,60
189,0.004131,320,58
190,0.004152,324,57
191,0.004174,326,56
192,0.004195,329,56
193,0.004216,332,57
194,0.004238,335,58
195,0.004259,337,60
196,0.004280,340,62
197,0.004302,343,64
198,0.004323,345,67
199,0.004345,347,70
200,0.004366,349,73
201,0.004387,352,76
202,0.004409,354,79
203,0.004430,356,81
204,0.004451,358,83
205,0.004474,360,84
206,0.004495,362,85
207,0.004516,364,85
208,0.004537,366,85
209,0.004559,367,84
210,0.004580,369,82
211,0.004602,370,80
212,0.004623,372,77
213,0.004644,374,73
214,0.004666,375,70
215,0.004687,376,67
216,0.004709,377,63
217,0.004730,378,60
218,0.004752,379,57
219,0.004773,380,54
220,0.004794,381,53
221,0.004816,381,51
222,0.004838,382,51
223,0.004860,383,51
224,0.004881,384,52
225,0.004902,384,54
226,0.004924,384,57
227,0.004945,385,60
228,0.004966,385,63
229,0.004988,385,68
230,0.005010,385,72
231,0.005031,385,76
232,0.005053,385,80
233,0.005074,385,84
234,0.005095,384,87
235,0.005116,384,90
236,0.005138,384,92
237,0.005159,383,92
238,0.005182,382,92
239,0.005203,382,91
240,0.005224,381,89
241,0.005245,380,87
242,0.005266,379,83
243,0.005288,378,79
244,0.005309,377,74
245,0.005330,376,68
246,0.005351,375,63
247,0.005373,374,58
248,0.005394,372,53
249,0.005416,370,49
250,0.005437,369,46
251,0.005458,367,43
252,0.005479,365,41
253,0.005500,364,41
254,0.005522,361,41
255,0.005543,360,44
256,0.005564,358,46
257,0.005585,356,51
258,0.005606,354,57
259,0.005628,351,62
260,0.005649,349,69
261,0.005671,347,76
262,0.005692,344,83
263,0.005715,342,90
264,0.005736,339,97
265,0.005758,337,102
266,0.005779,334,106
267,0.005800,331,109
268,0.005822,329,110
269,0.005844,326,110
270,0.005866,323,108
271,0.005888,320,104
272,0.005909,317,99
273,0.005930,314,92
274,0.005952,311,83
275,0.005973,308,74
276,0.005994,305,63
277,0.006016,302,52
278,0.006037,299,41
279,0.006058,295,31
280,0.006079,291,21
281,0.006101,288,12
282,0.006122,285,7
283,0.006144,281,2
284,0.006166,278,0
285,0.006187,275,1
286,0.006208,271,6
287,0.006230,267,14
288,0.006251,264,25
289,0.006272,260,38
290,0.006294,256,56
291,0.006315,252,77
292,0.006337,248,97
293,0.006360,244,174
294,0.006384,233,203
295,0.006406,229,233
296,0.006427,226,262
297,0.006449,221,286
298,0.006470,217,311
299,0.006491,214,334
300,0.006513,210,350
301,0.006535,205,367
302,0.006557,201,379
303,0.006578,198,387
304,0.006600,193,389
305,0.006621,190,387
